1, 2, 0.0292
1, 3, 0.0196
1, 4, 0.0395
1, 5, 0.0404
1, 6, 0.0493
1, 7, 0.0296
1, 8, 0.0300
1, 9, 0.0492
1, 10, 0.0392
1, 11, 0.0495
1, 12, 0.0196
1, 13, 0.0196
1, 14, 0.0401
1, 15, 0.0497
1, 16, 0.0400
1, 17, 0.0294
1, 18, 0.0294
1, 19, 0.0498
1, 20, 0.0402
1, 21, 0.0500
1, 22, 0.0196
1, 23, 0.0397
1, 24, 0.0397
1, 25, 0.0502
1, 26, 0.0390
1, 27, 0.0196
1, 28, 0.0297
1, 29, 0.0399
1, 30, 0.0492
1, 31, 0.0397
1, 32, 0.0196
1, 33, 0.0293
1, 34, 0.0491
1, 35, 0.0400
1, 36, 0.0392
1, 37, 0.0196
1, 38, 0.0294
1, 39, 0.0391
1, 40, 0.0496
1, 41, 0.0395
1, 42, 0.0292
1, 43, 0.0294
1, 44, 0.0500
1, 45, 0.0395
1, 46, 0.0298
1, 47, 0.0196
1, 48, 0.0401
1, 49, 0.0497
1, 50, 0.0394
1, 51, 0.0297
1, 52, 0.0298
1, 53, 0.0395
1, 54, 0.0397
1, 55, 0.0499
1, 56, 0.0295
1, 57, 0.0196
1, 58, 0.0397
1, 59, 0.0488
2, 3, 0.00961
2, 4, 0.0296
2, 5, 0.0304
2, 6, 0.0393
2, 7, 0.0196
2, 8, 0.0200
2, 9, 0.0392
2, 10, 0.0292
2, 11, 0.0395
2, 12, 0.00961
2, 13, 0.00961
2, 14, 0.0301
2, 15, 0.0397
2, 16, 0.0300
2, 17, 0.0194
2, 18, 0.0195
2, 19, 0.0398
2, 20, 0.0302
2, 21, 0.0400
2, 22, 0.00961
2, 23, 0.0297
2, 24, 0.0297
2, 25, 0.0402
2, 26, 0.0290
2, 27, 0.00961
2, 28, 0.0197
2, 29, 0.0299
2, 30, 0.0392
2, 31, 0.0297
2, 32, 0.00961
2, 33, 0.0194
2, 34, 0.0391
2, 35, 0.0300
2, 36, 0.0292
2, 37, 0.00961
2, 38, 0.0194
2, 39, 0.0291
2, 40, 0.0396
2, 41, 0.0295
2, 42, 0.0192
2, 43, 0.0194
2, 44, 0.0400
2, 45, 0.0295
2, 46, 0.0198
2, 47, 0.00961
2, 48, 0.0301
2, 49, 0.0397
2, 50, 0.0294
2, 51, 0.0197
2, 52, 0.0198
2, 53, 0.0295
2, 54, 0.0297
2, 55, 0.0399
2, 56, 0.0195
2, 57, 0.00961
2, 58, 0.0297
2, 59, 0.0389
3, 4, 0.0200
3, 5, 0.0208
3, 6, 0.0297
3, 7, 0.0100
3, 8, 0.0104
3, 9, 0.0296
3, 10, 0.0196
3, 11, 0.0299
3, 12, 0
3, 13, 0
3, 14, 0.0205
3, 15, 0.0301
3, 16, 0.0204
3, 17, 0.00983
3, 18, 0.00985
3, 19, 0.0302
3, 20, 0.0206
3, 21, 0.0304
3, 22, 0
3, 23, 0.0201
3, 24, 0.0201
3, 25, 0.0306
3, 26, 0.0194
3, 27, 0
3, 28, 0.0101
3, 29, 0.0203
3, 30, 0.0296
3, 31, 0.0201
3, 32, 0
3, 33, 0.00975
3, 34, 0.0295
3, 35, 0.0204
3, 36, 0.0196
3, 37, 0
3, 38, 0.00979
3, 39, 0.0195
3, 40, 0.0300
3, 41, 0.0199
3, 42, 0.00958
3, 43, 0.00982
3, 44, 0.0304
3, 45, 0.0199
3, 46, 0.0102
3, 47, 0
3, 48, 0.0205
3, 49, 0.0301
3, 50, 0.0198
3, 51, 0.0101
3, 52, 0.0102
3, 53, 0.0199
3, 54, 0.0201
3, 55, 0.0303
3, 56, 0.00992
3, 57, 0
3, 58, 0.0201
3, 59, 0.0292
4, 5, 0.0407
4, 6, 0.0496
4, 7, 0.0300
4, 8, 0.0304
4, 9, 0.0495
4, 10, 0.0395
4, 11, 0.0499
4, 12, 0.0200
4, 13, 0.0200
4, 14, 0.0404
4, 15, 0.0500
4, 16, 0.0404
4, 17, 0.0298
4, 18, 0.0298
4, 19, 0.0502
4, 20, 0.0405
4, 21, 0.0503
4, 22, 0.0200
4, 23, 0.0401
4, 24, 0.0400
4, 25, 0.0505
4, 26, 0.0393
4, 27, 0.0200
4, 28, 0.0301
4, 29, 0.0402
4, 30, 0.0496
4, 31, 0.0400
4, 32, 0.0200
4, 33, 0.0297
4, 34, 0.0495
4, 35, 0.0403
4, 36, 0.0396
4, 37, 0.0200
4, 38, 0.0297
4, 39, 0.0395
4, 40, 0.0499
4, 41, 0.0398
4, 42, 0.0295
4, 43, 0.0298
4, 44, 0.0504
4, 45, 0.0399
4, 46, 0.0302
4, 47, 0.0200
4, 48, 0.0405
4, 49, 0.0501
4, 50, 0.0398
4, 51, 0.0301
4, 52, 0.0301
4, 53, 0.0399
4, 54, 0.0401
4, 55, 0.0503
4, 56, 0.0299
4, 57, 0.0200
4, 58, 0.0401
4, 59, 0.0492
5, 6, 0.0505
5, 7, 0.0308
5, 8, 0.0312
5, 9, 0.0504
5, 10, 0.0404
5, 11, 0.0507
5, 12, 0.0208
5, 13, 0.0208
5, 14, 0.0413
5, 15, 0.0509
5, 16, 0.0412
5, 17, 0.0306
5, 18, 0.0306
5, 19, 0.0510
5, 20, 0.0414
5, 21, 0.0512
5, 22, 0.0208
5, 23, 0.0409
5, 24, 0.0408
5, 25, 0.0514
5, 26, 0.0402
5, 27, 0.0208
5, 28, 0.0309
5, 29, 0.0411
5, 30, 0.0504
5, 31, 0.0408
5, 32, 0.0208
5, 33, 0.0305
5, 34, 0.0503
5, 35, 0.0411
5, 36, 0.0404
5, 37, 0.0208
5, 38, 0.0306
5, 39, 0.0403
5, 40, 0.0507
5, 41, 0.0406
5, 42, 0.0304
5, 43, 0.0306
5, 44, 0.0512
5, 45, 0.0407
5, 46, 0.0310
5, 47, 0.0208
5, 48, 0.0413
5, 49, 0.0509
5, 50, 0.0406
5, 51, 0.0309
5, 52, 0.0310
5, 53, 0.0407
5, 54, 0.0409
5, 55, 0.0511
5, 56, 0.0307
5, 57, 0.0208
5, 58, 0.0409
5, 59, 0.0500
6, 7, 0.0397
6, 8, 0.0401
6, 9, 0.0593
6, 10, 0.0493
6, 11, 0.0596
6, 12, 0.0297
6, 13, 0.0297
6, 14, 0.0502
6, 15, 0.0598
6, 16, 0.0501
6, 17, 0.0395
6, 18, 0.0395
6, 19, 0.0599
6, 20, 0.0503
6, 21, 0.0601
6, 22, 0.0297
6, 23, 0.0498
6, 24, 0.0498
6, 25, 0.0603
6, 26, 0.0491
6, 27, 0.0297
6, 28, 0.0398
6, 29, 0.0500
6, 30, 0.0593
6, 31, 0.0498
6, 32, 0.0297
6, 33, 0.0394
6, 34, 0.0592
6, 35, 0.0500
6, 36, 0.0493
6, 37, 0.0297
6, 38, 0.0395
6, 39, 0.0492
6, 40, 0.0597
6, 41, 0.0496
6, 42, 0.0393
6, 43, 0.0395
6, 44, 0.0601
6, 45, 0.0496
6, 46, 0.0399
6, 47, 0.0297
6, 48, 0.0502
6, 49, 0.0598
6, 50, 0.0495
6, 51, 0.0398
6, 52, 0.0399
6, 53, 0.0496
6, 54, 0.0498
6, 55, 0.0600
6, 56, 0.0396
6, 57, 0.0297
6, 58, 0.0498
6, 59, 0.0589
7, 8, 0.0205
7, 9, 0.0396
7, 10, 0.0296
7, 11, 0.0399
7, 12, 0.0100
7, 13, 0.0100
7, 14, 0.0305
7, 15, 0.0401
7, 16, 0.0304
7, 17, 0.0199
7, 18, 0.0199
7, 19, 0.0403
7, 20, 0.0306
7, 21, 0.0404
7, 22, 0.0100
7, 23, 0.0302
7, 24, 0.0301
7, 25, 0.0406
7, 26, 0.0294
7, 27, 0.0100
7, 28, 0.0202
7, 29, 0.0303
7, 30, 0.0397
7, 31, 0.0301
7, 32, 0.0100
7, 33, 0.0198
7, 34, 0.0396
7, 35, 0.0304
7, 36, 0.0297
7, 37, 0.0100
7, 38, 0.0198
7, 39, 0.0296
7, 40, 0.0400
7, 41, 0.0299
7, 42, 0.0196
7, 43, 0.0199
7, 44, 0.0404
7, 45, 0.0299
7, 46, 0.0202
7, 47, 0.0100
7, 48, 0.0306
7, 49, 0.0401
7, 50, 0.0299
7, 51, 0.0201
7, 52, 0.0202
7, 53, 0.0300
7, 54, 0.0301
7, 55, 0.0404
7, 56, 0.0200
7, 57, 0.0100
7, 58, 0.0302
7, 59, 0.0393
8, 9, 0.0400
8, 10, 0.0300
8, 11, 0.0403
8, 12, 0.0104
8, 13, 0.0104
8, 14, 0.0309
8, 15, 0.0405
8, 16, 0.0308
8, 17, 0.0203
8, 18, 0.0203
8, 19, 0.0406
8, 20, 0.0310
8, 21, 0.0408
8, 22, 0.0104
8, 23, 0.0305
8, 24, 0.0305
8, 25, 0.0410
8, 26, 0.0298
8, 27, 0.0104
8, 28, 0.0206
8, 29, 0.0307
8, 30, 0.0400
8, 31, 0.0305
8, 32, 0.0104
8, 33, 0.0202
8, 34, 0.0400
8, 35, 0.0308
8, 36, 0.0301
8, 37, 0.0104
8, 38, 0.0202
8, 39, 0.0300
8, 40, 0.0404
8, 41, 0.0303
8, 42, 0.0200
8, 43, 0.0202
8, 44, 0.0408
8, 45, 0.0303
8, 46, 0.0206
8, 47, 0.0104
8, 48, 0.0309
8, 49, 0.0405
8, 50, 0.0303
8, 51, 0.0205
8, 52, 0.0206
8, 53, 0.0304
8, 54, 0.0305
8, 55, 0.0407
8, 56, 0.0203
8, 57, 0.0104
8, 58, 0.0305
